PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Has_Cabin,Age_Group,Title,FamilySize,IsAlone,AgeGroup,FarePerPerson,FarePerPerson_Quintile,TicketFrequency,TicketFreq_Category,CabinDeck,Mother,NameLength,NameLength_Category,NameLength_Quintile,TicketPrefix,TicketPrefix_Category,Fare_log,FarePerPerson_log,Age_sqrt,NameLength_sqrt,FamilySize_Category,IsMinor,DeckCategory
680,1,1,"Cardeza, Mr. Thomas Drake Martinez",male,36.0,0,1,PC 17755,512.3292,B51 B53 B55,C,1,35-59,Mr,2,0,Adult,170.7764,Muy_Alto,3,Grupo_Pequeño,B,0,34,Corto,Q5,PC,PC,6.240917354759096,5.146193631080405,6.0,5.830951894845301,Pequeña,0,Superior
681,0,3,"Peters, Miss. Katie",female,21.5,0,0,330935,8.1375,F0,Q,0,18-34,Miss,1,1,YoungAdult,8.1375,Medio,1,Individual,F,0,19,Muy_Corto,Q1,Numeric,Numeric,2.212386825075897,2.212386825075897,4.636809247747852,4.358898943540674,Solo,0,Inferior
682,1,1,"Hassab, Mr. Hammad",male,27.0,0,0,PC 17572,76.7292,D49,C,1,18-34,Mr,1,1,YoungAdult,25.576400000000003,Alto,3,Grupo_Pequeño,D,0,18,Muy_Corto,Q1,PC,PC,4.353230991152628,3.280023603931663,5.196152422706632,4.242640687119285,Solo,0,Media
683,0,3,"Olsvigen, Mr. Thor Anderson",male,20.0,0,0,6563,9.225,F0,S,0,18-34,Mr,1,1,YoungAdult,9.225,Medio,1,Individual,F,0,27,Corto,Q3,Numeric,Numeric,2.3248357019288655,2.3248357019288655,4.47213595499958,5.196152422706632,Solo,0,Inferior
684,0,3,"Goodwin, Mr. Charles Edward",male,14.0,5,2,CA 2144,46.9,F0,S,0,0-17,Mr,8,0,Teen,7.816666666666666,Bajo,6,Grupo_Mediano,F,0,27,Corto,Q3,CA,CA,3.8691155044168695,2.1766438696361985,3.7416573867739413,5.196152422706632,Grande,1,Inferior
685,0,2,"Brown, Mr. Thomas William Solomon",male,60.0,1,1,29750,39.0,F0,S,0,35-59,Mr,3,0,Senior,19.5,Alto,2,Pareja,F,0,33,Corto,Q5,Numeric,Numeric,3.6888794541139363,3.0204248861443626,7.745966692414834,5.744562646538029,Pequeña,0,Inferior
686,0,2,"Laroche, Mr. Joseph Philippe Lemercier",male,25.0,1,2,SC/Paris 2123,41.5792,F0,C,0,18-34,Mr,4,0,YoungAdult,13.859733333333333,Alto,3,Grupo_Pequeño,F,0,38,Medio,Q5,SC_PARIS,Other,3.7513658711253766,2.698655093861659,5.0,6.164414002968976,Mediana,0,Inferior
687,0,3,"Panula, Mr. Jaako Arnold",male,14.0,4,1,3101295,39.6875,F0,S,0,0-17,Mr,6,0,Teen,6.614583333333333,Muy_Bajo,6,Grupo_Mediano,F,0,24,Corto,Q3,Numeric,Numeric,3.705920919968788,2.0300652682819424,3.7416573867739413,4.898979485566356,Grande,1,Inferior
688,0,3,"Dakic, Mr. Branko",male,19.0,0,0,349228,10.1708,F0,S,0,18-34,Mr,1,1,YoungAdult,10.1708,Medio,1,Individual,F,0,17,Muy_Corto,Q1,Numeric,Numeric,2.4133032309283076,2.4133032309283076,4.358898943540674,4.123105625617661,Solo,0,Inferior
689,0,3,"Fischer, Mr. Eberhard Thelander",male,18.0,0,0,350036,7.7958,F0,S,0,0-17,Mr,1,1,YoungAdult,7.7958,Bajo,1,Individual,F,0,31,Corto,Q4,Numeric,Numeric,2.174274334826008,2.174274334826008,4.242640687119285,5.5677643628300215,Solo,0,Inferior
690,1,1,"Madill, Miss. Georgette Alexandra",female,15.0,0,1,24160,211.3375,B5,S,1,0-17,Miss,2,0,Teen,70.44583333333334,Muy_Alto,3,Grupo_Pequeño,B,0,33,Corto,Q5,Numeric,Numeric,5.35817698994543,4.2689395868368605,3.872983346207417,5.744562646538029,Pequeña,1,Superior
691,1,1,"Dick, Mr. Albert Adrian",male,31.0,1,0,17474,57.0,B20,S,1,18-34,Mr,2,0,Adult,28.5,Muy_Alto,2,Pareja,B,0,23,Corto,Q2,Numeric,Numeric,4.060443010546419,3.3843902633457743,5.5677643628300215,4.795831523312719,Pequeña,0,Superior
692,1,3,"Karun, Miss. Manca",female,4.0,0,1,349256,13.4167,F0,C,0,0-17,Miss,2,0,Child,13.4167,Alto,1,Individual,F,0,18,Muy_Corto,Q1,Numeric,Numeric,2.668387256845834,2.668387256845834,2.0,4.242640687119285,Pequeña,1,Inferior
693,1,3,"Lam, Mr. Ali",male,25.0,0,0,1601,56.4958,F0,S,0,18-34,Mr,1,1,YoungAdult,8.070828571428573,Medio,7,Grupo_Grande,F,0,12,Muy_Corto,Q1,Numeric,Numeric,4.05171190165724,2.2050636129235883,5.0,3.4641016151377544,Solo,0,Inferior
694,0,3,"Saad, Mr. Khalil",male,25.0,0,0,2672,7.225,F0,C,0,18-34,Mr,1,1,YoungAdult,7.225,Muy_Bajo,1,Individual,F,0,16,Muy_Corto,Q1,Numeric,Numeric,2.1071782966514356,2.1071782966514356,5.0,4.0,Solo,0,Inferior
695,0,1,"Weir, Col. John",male,60.0,0,0,113800,26.55,C0,S,0,35-59,Rare,1,1,Senior,26.55,Muy_Alto,1,Individual,C,0,15,Muy_Corto,Q1,Numeric,Numeric,3.3160025355989236,3.3160025355989236,7.745966692414834,3.872983346207417,Solo,0,Superior
696,0,2,"Chapman, Mr. Charles Henry",male,52.0,0,0,248731,13.5,F0,S,0,35-59,Mr,1,1,MidAge,13.5,Alto,1,Individual,F,0,26,Corto,Q3,Numeric,Numeric,2.6741486494265287,2.6741486494265287,7.211102550927978,5.0990195135927845,Solo,0,Inferior
697,0,3,"Kelly, Mr. James",male,44.0,0,0,363592,8.05,F0,S,0,35-59,Mr,1,1,Adult,8.05,Medio,1,Individual,F,0,16,Muy_Corto,Q1,Numeric,Numeric,2.2027647577118348,2.2027647577118348,6.6332495807108,4.0,Solo,0,Inferior
698,1,3,"Mullens, Miss. Katherine ""Katie""",female,21.5,0,0,35852,7.7333,F0,Q,0,18-34,Miss,1,1,YoungAdult,7.7333,Bajo,1,Individual,F,0,32,Corto,Q4,Numeric,Numeric,2.167143305297764,2.167143305297764,4.636809247747852,5.656854249492381,Solo,0,Inferior
699,0,1,"Thayer, Mr. John Borland",male,49.0,1,1,17421,110.8833,C68,C,1,35-59,Mr,3,0,MidAge,27.720825,Muy_Alto,4,Grupo_Pequeño,C,0,24,Corto,Q3,Numeric,Numeric,4.717456363787216,3.3576224693941916,7.0,4.898979485566356,Pequeña,0,Superior
700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42.0,0,0,348121,7.65,F G63,S,1,35-59,Mr,1,1,Adult,7.65,Muy_Bajo,1,Individual,F,0,40,Medio,Q5,Numeric,Numeric,2.157559320943788,2.157559320943788,6.48074069840786,6.324555320336759,Solo,0,Inferior
701,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,18.0,1,0,PC 17757,227.525,C62 C64,C,1,0-17,Mrs,2,0,YoungAdult,56.88125,Muy_Alto,4,Grupo_Pequeño,C,0,49,Medio,Q5,PC,PC,5.4316456135398825,4.058393497936442,4.242640687119285,7.0,Pequeña,0,Superior
702,1,1,"Silverthorne, Mr. Spencer Victor",male,35.0,0,0,PC 17475,26.2875,E24,S,1,18-34,Mr,1,1,Adult,26.2875,Alto,1,Individual,E,0,32,Corto,Q4,PC,PC,3.3064287218760624,3.3064287218760624,5.916079783099616,5.656854249492381,Solo,0,Media
703,0,3,"Barbara, Miss. Saiide",female,18.0,0,1,2691,14.4542,F0,C,0,0-17,Miss,2,0,YoungAdult,7.2271,Muy_Bajo,2,Pareja,F,1,21,Corto,Q2,Numeric,Numeric,2.737880811060884,2.107433583211985,4.242640687119285,4.58257569495584,Pequeña,0,Inferior
704,0,3,"Gallagher, Mr. Martin",male,25.0,0,0,36864,7.7417,F0,Q,0,18-34,Mr,1,1,YoungAdult,7.7417,Bajo,1,Individual,F,0,21,Corto,Q2,Numeric,Numeric,2.1681046787623672,2.1681046787623672,5.0,4.58257569495584,Solo,0,Inferior
705,0,3,"Hansen, Mr. Henrik Juul",male,26.0,1,0,350025,7.8542,F0,S,0,18-34,Mr,2,0,YoungAdult,7.8542,Bajo,1,Individual,F,0,23,Corto,Q2,Numeric,Numeric,2.180891922715322,2.180891922715322,5.0990195135927845,4.795831523312719,Pequeña,0,Inferior
706,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39.0,0,0,250655,26.0,F0,S,0,35-59,Mr,1,1,Adult,13.0,Alto,2,Pareja,F,0,46,Medio,Q5,Numeric,Numeric,3.295836866004329,2.6390573296152584,6.244997998398398,6.782329983125268,Solo,0,Inferior
707,1,2,"Kelly, Mrs. Florence ""Fannie""",female,45.0,0,0,223596,13.5,F0,S,0,35-59,Mrs,1,1,MidAge,13.5,Alto,1,Individual,F,0,29,Corto,Q4,Numeric,Numeric,2.6741486494265287,2.6741486494265287,6.708203932499369,5.385164807134504,Solo,0,Inferior
708,1,1,"Calderhead, Mr. Edward Pennington",male,42.0,0,0,PC 17476,26.2875,E24,S,1,35-59,Mr,1,1,Adult,26.2875,Alto,1,Individual,E,0,33,Corto,Q5,PC,PC,3.3064287218760624,3.3064287218760624,6.48074069840786,5.744562646538029,Solo,0,Media
709,1,1,"Cleaver, Miss. Alice",female,22.0,0,0,113781,151.55,C0,S,0,18-34,Miss,1,1,YoungAdult,37.8875,Muy_Alto,4,Grupo_Pequeño,C,0,20,Muy_Corto,Q2,Numeric,Numeric,5.027492411162679,3.6606728622237554,4.69041575982343,4.47213595499958,Solo,0,Superior
710,1,3,"Moubarek, Master. Halim Gonios (""William George"")",male,25.0,1,1,2661,15.2458,F0,C,0,18-34,Master,3,0,YoungAdult,7.6229,Muy_Bajo,2,Pareja,F,0,49,Medio,Q5,Numeric,Numeric,2.7878344138303452,2.15442145501091,5.0,7.0,Pequeña,0,Inferior
711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24.0,0,0,PC 17482,49.5042,C90,C,1,18-34,Miss,1,1,YoungAdult,49.5042,Muy_Alto,1,Individual,C,0,48,Medio,Q5,PC,PC,3.922056501139853,3.922056501139853,4.898979485566356,6.928203230275509,Solo,0,Superior
712,0,1,"Klaber, Mr. Herman",male,40.0,0,0,113028,26.55,C124,S,1,35-59,Mr,1,1,Adult,26.55,Muy_Alto,1,Individual,C,0,18,Muy_Corto,Q1,Numeric,Numeric,3.3160025355989236,3.3160025355989236,6.324555320336759,4.242640687119285,Solo,0,Superior
713,1,1,"Taylor, Mr. Elmer Zebley",male,48.0,1,0,19996,52.0,C126,S,1,35-59,Mr,2,0,MidAge,26.0,Alto,2,Pareja,C,0,24,Corto,Q3,Numeric,Numeric,3.970291913552122,3.295836866004329,6.928203230275509,4.898979485566356,Pequeña,0,Superior
714,0,3,"Larsson, Mr. August Viktor",male,29.0,0,0,7545,9.4833,F0,S,0,18-34,Mr,1,1,YoungAdult,9.4833,Medio,1,Individual,F,0,26,Corto,Q3,Numeric,Numeric,2.3497835148230464,2.3497835148230464,5.385164807134504,5.0990195135927845,Solo,0,Inferior
715,0,2,"Greenberg, Mr. Samuel",male,52.0,0,0,250647,13.0,F0,S,0,35-59,Mr,1,1,MidAge,6.5,Muy_Bajo,2,Pareja,F,0,21,Corto,Q2,Numeric,Numeric,2.6390573296152584,2.0149030205422647,7.211102550927978,4.58257569495584,Solo,0,Inferior
716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19.0,0,0,348124,7.65,F G73,S,1,18-34,Mr,1,1,YoungAdult,7.65,Muy_Bajo,1,Individual,F,0,42,Medio,Q5,Numeric,Numeric,2.157559320943788,2.157559320943788,4.358898943540674,6.48074069840786,Solo,0,Inferior
717,1,1,"Endres, Miss. Caroline Louise",female,38.0,0,0,PC 17757,227.525,C45,C,1,35-59,Miss,1,1,Adult,56.88125,Muy_Alto,4,Grupo_Pequeño,C,0,29,Corto,Q4,PC,PC,5.4316456135398825,4.058393497936442,6.164414002968976,5.385164807134504,Solo,0,Superior
718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",female,27.0,0,0,34218,10.5,E101,S,1,18-34,Miss,1,1,YoungAdult,10.5,Medio,1,Individual,E,0,35,Corto,Q5,Numeric,Numeric,2.4423470353692043,2.4423470353692043,5.196152422706632,5.916079783099616,Solo,0,Media
719,0,3,"McEvoy, Mr. Michael",male,25.0,0,0,36568,15.5,F0,Q,0,18-34,Mr,1,1,YoungAdult,15.5,Alto,1,Individual,F,0,19,Muy_Corto,Q1,Numeric,Numeric,2.803360380906535,2.803360380906535,5.0,4.358898943540674,Solo,0,Inferior
720,0,3,"Johnson, Mr. Malkolm Joackim",male,33.0,0,0,347062,7.775,F0,S,0,18-34,Mr,1,1,Adult,7.775,Bajo,1,Individual,F,0,28,Corto,Q4,Numeric,Numeric,2.1719067693519296,2.1719067693519296,5.744562646538029,5.291502622129181,Solo,0,Inferior
721,1,2,"Harper, Miss. Annie Jessie ""Nina""",female,6.0,0,1,248727,33.0,F0,S,0,0-17,Miss,2,0,Child,11.0,Medio,3,Grupo_Pequeño,F,0,33,Corto,Q5,Numeric,Numeric,3.5263605246161616,2.4849066497880004,2.449489742783178,5.744562646538029,Pequeña,1,Inferior
722,0,3,"Jensen, Mr. Svend Lauritz",male,17.0,1,0,350048,7.0542,F0,S,0,0-17,Mr,2,0,Teen,7.0542,Muy_Bajo,1,Individual,F,0,25,Corto,Q3,Numeric,Numeric,2.086193694502369,2.086193694502369,4.123105625617661,5.0,Pequeña,1,Inferior
723,0,2,"Gillespie, Mr. William Henry",male,34.0,0,0,12233,13.0,F0,S,0,18-34,Mr,1,1,Adult,13.0,Alto,1,Individual,F,0,28,Corto,Q4,Numeric,Numeric,2.6390573296152584,2.6390573296152584,5.830951894845301,5.291502622129181,Solo,0,Inferior
724,0,2,"Hodges, Mr. Henry Price",male,50.0,0,0,250643,13.0,F0,S,0,35-59,Mr,1,1,MidAge,13.0,Alto,1,Individual,F,0,23,Corto,Q2,Numeric,Numeric,2.6390573296152584,2.6390573296152584,7.0710678118654755,4.795831523312719,Solo,0,Inferior
725,1,1,"Chambers, Mr. Norman Campbell",male,27.0,1,0,113806,53.1,E8,S,1,18-34,Mr,2,0,YoungAdult,26.55,Muy_Alto,2,Pareja,E,0,29,Corto,Q4,Numeric,Numeric,3.9908341858524357,3.3160025355989236,5.196152422706632,5.385164807134504,Pequeña,0,Media
726,0,3,"Oreskovic, Mr. Luka",male,20.0,0,0,315094,8.6625,F0,S,0,18-34,Mr,1,1,YoungAdult,8.6625,Medio,1,Individual,F,0,19,Muy_Corto,Q1,Numeric,Numeric,2.2682524139135403,2.2682524139135403,4.47213595499958,4.358898943540674,Solo,0,Inferior
727,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30.0,3,0,31027,21.0,F0,S,0,18-34,Mrs,4,0,Adult,10.5,Medio,2,Pareja,F,0,43,Medio,Q5,Numeric,Numeric,3.091042453358316,2.4423470353692043,5.477225575051661,6.557438524302,Mediana,0,Inferior
728,1,3,"Mannion, Miss. Margareth",female,21.5,0,0,36866,7.7375,F0,Q,0,18-34,Miss,1,1,YoungAdult,7.7375,Bajo,1,Individual,F,0,24,Corto,Q3,Numeric,Numeric,2.1676241075599285,2.1676241075599285,4.636809247747852,4.898979485566356,Solo,0,Inferior
729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25.0,1,0,236853,26.0,F0,S,0,18-34,Mr,2,0,YoungAdult,26.0,Alto,1,Individual,F,0,31,Corto,Q4,Numeric,Numeric,3.295836866004329,3.295836866004329,5.0,5.5677643628300215,Pequeña,0,Inferior
730,0,3,"Ilmakangas, Miss. Pieta Sofia",female,25.0,1,0,STON/O2. 3101271,7.925,F0,S,0,18-34,Miss,2,0,YoungAdult,7.925,Bajo,1,Individual,F,0,29,Corto,Q4,STON_O,Other,2.188856327665703,2.188856327665703,5.0,5.385164807134504,Pequeña,0,Inferior
731,1,1,"Allen, Miss. Elisabeth Walton",female,29.0,0,0,24160,211.3375,B5,S,1,18-34,Miss,1,1,YoungAdult,70.44583333333334,Muy_Alto,3,Grupo_Pequeño,B,0,29,Corto,Q4,Numeric,Numeric,5.35817698994543,4.2689395868368605,5.385164807134504,5.385164807134504,Solo,0,Superior
732,0,3,"Hassan, Mr. Houssein G N",male,11.0,0,0,2699,18.7875,F0,C,0,0-17,Mr,1,1,Child,9.39375,Medio,2,Pareja,F,0,24,Corto,Q3,Numeric,Numeric,2.9850504252071306,2.341204663959101,3.3166247903554,4.898979485566356,Solo,1,Inferior
733,0,2,"Knight, Mr. Robert J",male,30.0,0,0,239855,0.0,F0,S,0,18-34,Mr,1,1,Adult,0.0,Muy_Bajo,1,Individual,F,0,20,Muy_Corto,Q2,Numeric,Numeric,0.0,0.0,5.477225575051661,4.47213595499958,Solo,0,Inferior
734,0,2,"Berriman, Mr. William John",male,23.0,0,0,28425,13.0,F0,S,0,18-34,Mr,1,1,YoungAdult,13.0,Alto,1,Individual,F,0,26,Corto,Q3,Numeric,Numeric,2.6390573296152584,2.6390573296152584,4.795831523312719,5.0990195135927845,Solo,0,Inferior
735,0,2,"Troupiansky, Mr. Moses Aaron",male,23.0,0,0,233639,13.0,F0,S,0,18-34,Mr,1,1,YoungAdult,13.0,Alto,1,Individual,F,0,28,Corto,Q4,Numeric,Numeric,2.6390573296152584,2.6390573296152584,4.795831523312719,5.291502622129181,Solo,0,Inferior
736,0,3,"Williams, Mr. Leslie",male,28.5,0,0,54636,16.1,F0,S,0,18-34,Mr,1,1,YoungAdult,8.05,Medio,2,Pareja,F,0,20,Muy_Corto,Q2,Numeric,Numeric,2.8390784635086144,2.2027647577118348,5.338539126015656,4.47213595499958,Solo,0,Inferior
737,0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48.0,1,3,W./C. 6608,34.375,F0,S,0,35-59,Mrs,5,0,MidAge,8.59375,Medio,4,Grupo_Pequeño,F,1,39,Medio,Q5,W_C,Other,3.5660053559634015,2.2611118447874707,6.928203230275509,6.244997998398398,Grande,0,Inferior
738,1,1,"Lesurer, Mr. Gustave J",male,35.0,0,0,PC 17755,512.3292,B101,C,1,18-34,Mr,1,1,Adult,170.7764,Muy_Alto,3,Grupo_Pequeño,B,0,22,Corto,Q2,PC,PC,6.240917354759096,5.146193631080405,5.916079783099616,4.69041575982343,Solo,0,Superior
739,0,3,"Ivanoff, Mr. Kanio",male,25.0,0,0,349201,7.8958,F0,S,0,18-34,Mr,1,1,YoungAdult,7.8958,Bajo,1,Individual,F,0,18,Muy_Corto,Q1,Numeric,Numeric,2.1855792552411137,2.1855792552411137,5.0,4.242640687119285,Solo,0,Inferior
740,0,3,"Nankoff, Mr. Minko",male,25.0,0,0,349218,7.8958,F0,S,0,18-34,Mr,1,1,YoungAdult,7.8958,Bajo,1,Individual,F,0,18,Muy_Corto,Q1,Numeric,Numeric,2.1855792552411137,2.1855792552411137,5.0,4.242640687119285,Solo,0,Inferior
741,1,1,"Hawksford, Mr. Walter James",male,40.0,0,0,16988,30.0,D45,S,1,35-59,Mr,1,1,Adult,30.0,Muy_Alto,1,Individual,D,0,27,Corto,Q3,Numeric,Numeric,3.4339872044851463,3.4339872044851463,6.324555320336759,5.196152422706632,Solo,0,Media
742,0,1,"Cavendish, Mr. Tyrell William",male,36.0,1,0,19877,78.85,C46,S,1,35-59,Mr,2,0,Adult,39.425,Muy_Alto,2,Pareja,C,0,29,Corto,Q4,Numeric,Numeric,4.380149874661021,3.6994484054631704,6.0,5.385164807134504,Pequeña,0,Superior
743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,21.0,2,2,PC 17608,262.375,B57 B59 B63 B66,C,1,18-34,Miss,5,0,YoungAdult,131.1875,Muy_Alto,2,Pareja,B,1,37,Medio,Q5,PC,PC,5.5735788721243535,4.884221369240597,4.58257569495584,6.082762530298219,Grande,0,Superior
744,0,3,"McNamee, Mr. Neal",male,24.0,1,0,376566,16.1,F0,S,0,18-34,Mr,2,0,YoungAdult,16.1,Alto,1,Individual,F,0,17,Muy_Corto,Q1,Numeric,Numeric,2.8390784635086144,2.8390784635086144,4.898979485566356,4.123105625617661,Pequeña,0,Inferior
745,1,3,"Stranden, Mr. Juho",male,31.0,0,0,STON/O 2. 3101288,7.925,F0,S,0,18-34,Mr,1,1,Adult,7.925,Bajo,1,Individual,F,0,18,Muy_Corto,Q1,STON_O,Other,2.188856327665703,2.188856327665703,5.5677643628300215,4.242640687119285,Solo,0,Inferior
746,0,1,"Crosby, Capt. Edward Gifford",male,70.0,1,1,WE/P 5735,71.0,B22,S,1,60+,Rare,3,0,Senior,35.5,Muy_Alto,2,Pareja,B,0,28,Corto,Q4,WE_P,Other,4.276666119016055,3.597312260588446,8.366600265340756,5.291502622129181,Pequeña,0,Superior
747,0,3,"Abbott, Mr. Rossmore Edward",male,16.0,1,1,C.A. 2673,20.25,F0,S,0,0-17,Mr,3,0,Teen,10.125,Medio,2,Pareja,F,0,27,Corto,Q3,CA,CA,3.056356895370426,2.409194828052304,4.0,5.196152422706632,Pequeña,1,Inferior
748,1,2,"Sinkkonen, Miss. Anna",female,30.0,0,0,250648,13.0,F0,S,0,18-34,Miss,1,1,Adult,13.0,Alto,1,Individual,F,0,21,Corto,Q2,Numeric,Numeric,2.6390573296152584,2.6390573296152584,5.477225575051661,4.58257569495584,Solo,0,Inferior
749,0,1,"Marvin, Mr. Daniel Warner",male,19.0,1,0,113773,53.1,D30,S,1,18-34,Mr,2,0,YoungAdult,53.1,Muy_Alto,1,Individual,D,0,25,Corto,Q3,Numeric,Numeric,3.9908341858524357,3.9908341858524357,4.358898943540674,5.0,Pequeña,0,Media
750,0,3,"Connaghton, Mr. Michael",male,31.0,0,0,335097,7.75,F0,Q,0,18-34,Mr,1,1,Adult,7.75,Bajo,1,Individual,F,0,23,Corto,Q2,Numeric,Numeric,2.169053700369523,2.169053700369523,5.5677643628300215,4.795831523312719,Solo,0,Inferior
751,1,2,"Wells, Miss. Joan",female,4.0,1,1,29103,23.0,F0,S,0,0-17,Miss,3,0,Child,23.0,Alto,1,Individual,F,0,17,Muy_Corto,Q1,Numeric,Numeric,3.1780538303479458,3.1780538303479458,2.0,4.123105625617661,Pequeña,1,Inferior
752,1,3,"Moor, Master. Meier",male,6.0,0,1,392096,12.475,E121,S,1,0-17,Master,2,0,Child,6.2375,Muy_Bajo,2,Pareja,E,0,19,Muy_Corto,Q1,Numeric,Numeric,2.600836116795061,1.9792758428991135,2.449489742783178,4.358898943540674,Pequeña,1,Media
753,0,3,"Vande Velde, Mr. Johannes Joseph",male,33.0,0,0,345780,9.5,F0,S,0,18-34,Mr,1,1,Adult,9.5,Medio,1,Individual,F,0,32,Corto,Q4,Numeric,Numeric,2.3513752571634776,2.3513752571634776,5.744562646538029,5.656854249492381,Solo,0,Inferior
754,0,3,"Jonkoff, Mr. Lalio",male,23.0,0,0,349204,7.8958,F0,S,0,18-34,Mr,1,1,YoungAdult,7.8958,Bajo,1,Individual,F,0,18,Muy_Corto,Q1,Numeric,Numeric,2.1855792552411137,2.1855792552411137,4.795831523312719,4.242640687119285,Solo,0,Inferior
755,1,2,"Herman, Mrs. Samuel (Jane Laver)",female,48.0,1,2,220845,65.0,F0,S,0,35-59,Mrs,4,0,MidAge,32.5,Muy_Alto,2,Pareja,F,1,32,Corto,Q4,Numeric,Numeric,4.189654742026425,3.5115454388310208,6.928203230275509,5.656854249492381,Mediana,0,Inferior
756,1,2,"Hamalainen, Master. Viljo",male,0.67,1,1,250649,14.5,F0,S,0,0-17,Master,3,0,Infant,7.25,Muy_Bajo,2,Pareja,F,0,25,Corto,Q3,Numeric,Numeric,2.740840023925201,2.1102132003465894,0.8185352771872451,5.0,Pequeña,1,Inferior
757,0,3,"Carlsson, Mr. August Sigfrid",male,28.0,0,0,350042,7.7958,F0,S,0,18-34,Mr,1,1,YoungAdult,7.7958,Bajo,1,Individual,F,0,28,Corto,Q4,Numeric,Numeric,2.174274334826008,2.174274334826008,5.291502622129181,5.291502622129181,Solo,0,Inferior
758,0,2,"Bailey, Mr. Percy Andrew",male,18.0,0,0,29108,11.5,F0,S,0,0-17,Mr,1,1,YoungAdult,11.5,Medio,1,Individual,F,0,24,Corto,Q3,Numeric,Numeric,2.5257286443082556,2.5257286443082556,4.242640687119285,4.898979485566356,Solo,0,Inferior
759,0,3,"Theobald, Mr. Thomas Leonard",male,34.0,0,0,363294,8.05,F0,S,0,18-34,Mr,1,1,Adult,8.05,Medio,1,Individual,F,0,28,Corto,Q4,Numeric,Numeric,2.2027647577118348,2.2027647577118348,5.830951894845301,5.291502622129181,Solo,0,Inferior
760,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33.0,0,0,110152,86.5,B77,S,1,18-34,Rare,1,1,Adult,28.833333333333332,Muy_Alto,3,Grupo_Pequeño,B,0,56,Largo,Q5,Numeric,Numeric,4.471638793363569,3.3956263366127,5.744562646538029,7.483314773547883,Solo,0,Superior
761,0,3,"Garfirth, Mr. John",male,25.0,0,0,358585,14.5,F0,S,0,18-34,Mr,1,1,YoungAdult,7.25,Muy_Bajo,2,Pareja,F,0,18,Muy_Corto,Q1,Numeric,Numeric,2.740840023925201,2.1102132003465894,5.0,4.242640687119285,Solo,0,Inferior
762,0,3,"Nirva, Mr. Iisakki Antino Aijo",male,41.0,0,0,SOTON/O2 3101272,7.125,F0,S,0,35-59,Mr,1,1,Adult,7.125,Muy_Bajo,1,Individual,F,0,30,Corto,Q4,SOTON_O,Other,2.094945728215801,2.094945728215801,6.4031242374328485,5.477225575051661,Solo,0,Inferior
763,1,3,"Barah, Mr. Hanna Assi",male,20.0,0,0,2663,7.2292,F0,C,0,18-34,Mr,1,1,YoungAdult,7.2292,Muy_Bajo,1,Individual,F,0,21,Corto,Q2,Numeric,Numeric,2.1076888046179385,2.1076888046179385,4.47213595499958,4.58257569495584,Solo,0,Inferior
764,1,1,"Carter, Mrs. William Ernest (Lucile Polk)",female,36.0,1,2,113760,120.0,B96 B98,S,1,35-59,Mrs,4,0,Adult,30.0,Muy_Alto,4,Grupo_Pequeño,B,1,41,Medio,Q5,Numeric,Numeric,4.795790545596741,3.4339872044851463,6.0,6.4031242374328485,Mediana,0,Superior
765,0,3,"Eklund, Mr. Hans Linus",male,16.0,0,0,347074,7.775,F0,S,0,0-17,Mr,1,1,Teen,7.775,Bajo,1,Individual,F,0,22,Corto,Q2,Numeric,Numeric,2.1719067693519296,2.1719067693519296,4.0,4.69041575982343,Solo,1,Inferior
766,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",female,51.0,1,0,13502,77.9583,D11,S,1,35-59,Mrs,2,0,MidAge,25.986099999999997,Alto,3,Grupo_Pequeño,D,0,36,Medio,Q5,Numeric,Numeric,4.368919865004903,3.2953219186268687,7.14142842854285,6.0,Pequeña,0,Media
767,0,1,"Brewe, Dr. Arthur Jackson",male,40.0,0,0,112379,39.6,C0,C,0,35-59,Rare,1,1,Adult,39.6,Muy_Alto,1,Individual,C,0,25,Corto,Q3,Numeric,Numeric,3.703768066607687,3.703768066607687,6.324555320336759,5.0,Solo,0,Superior
768,0,3,"Mangan, Miss. Mary",female,30.5,0,0,364850,7.75,F0,Q,0,18-34,Miss,1,1,Adult,7.75,Bajo,1,Individual,F,0,18,Muy_Corto,Q1,Numeric,Numeric,2.169053700369523,2.169053700369523,5.522680508593631,4.242640687119285,Solo,0,Inferior
